Date of Birth,Gender,Location,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,Duration,Age,Age Group,Engagement Metrics Numeric,Usage Frequency Numeric,Purchase History Numeric
1998-06-27,Male,Hartmanberg,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Smart TV,Medium,4.1,0,365 days,26,26-35,1,0.0,2
1987-05-13,Female,Lake Justinchester,Annual,Mastercard,Manual,Occasional,Electronics,Comedy,Tablet,Medium,3.9,1,365 days,37,36-45,1,,1
1987-03-28,Female,South Rebecca,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Tablet,Low,4.2,1,365 days,37,36-45,0,1.0,1
1985-04-25,Male,Aaronton,Monthly,Amex,Auto-renew,Regular,Clothing,Horror,Tablet,Medium,3.5,10,365 days,39,36-45,1,0.0,2
1961-05-24,Male,North Seanton,Annual,Visa,Auto-renew,Frequent,Electronics,Horror,Tablet,Low,4.5,10,365 days,63,61+,0,1.0,1
1941-07-18,Male,Angelicamouth,Annual,Mastercard,Manual,Occasional,Books,Romance,Smartphone,Low,4.3,10,365 days,83,61+,0,,0
2002-06-14,Male,West Andreabury,Annual,Visa,Manual,Frequent,Electronics,Drama,Smart TV,Low,4.1,7,365 days,22,18-25,0,1.0,1
1958-04-27,Male,Port Lindsayhaven,Monthly,Visa,Manual,Regular,Books,Documentary,Tablet,Low,5.0,4,365 days,66,61+,0,0.0,0
2005-08-30,Male,West Bryan,Monthly,Mastercard,Manual,Frequent,Books,Romance,Smart TV,High,3.7,7,365 days,19,18-25,2,1.0,0
1981-11-20,Male,East Christopherburgh,Annual,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smartphone,High,4.8,5,365 days,43,36-45,2,,2
1976-02-05,Female,Bernardshire,Monthly,Mastercard,Auto-renew,Regular,Books,Documentary,Tablet,Medium,4.6,5,365 days,48,46-55,1,0.0,0
1953-04-23,Female,East Rachel,Annual,Mastercard,Auto-renew,Frequent,Books,Horror,Smartphone,Low,4.3,2,365 days,71,61+,0,1.0,0
1966-05-17,Female,Randalltown,Annual,Visa,Auto-renew,Regular,Electronics,Action,Tablet,Medium,3.0,4,365 days,58,56-60,1,0.0,1
1949-12-05,Male,New Robertstad,Monthly,Visa,Manual,Frequent,Books,Drama,Tablet,Medium,3.5,6,365 days,75,61+,1,1.0,0
1981-11-20,Female,Jamesberg,Monthly,Visa,Auto-renew,Occasional,Electronics,Drama,Smartphone,Medium,4.4,0,365 days,43,36-45,1,,1
1935-04-21,Male,New Rick,Annual,Amex,Manual,Frequent,Books,Sci-Fi,Smartphone,Low,3.1,10,365 days,89,61+,0,1.0,0
1982-07-23,Male,Aprilshire,Monthly,Mastercard,Manual,Occasional,Books,Documentary,Tablet,Medium,3.9,10,365 days,42,36-45,1,,0
1936-07-21,Male,Watsonchester,Annual,Visa,Auto-renew,Occasional,Books,Drama,Tablet,High,3.6,2,365 days,88,61+,2,,0
1955-02-03,Male,Watsonborough,Annual,Visa,Manual,Regular,Books,Drama,Tablet,High,4.8,7,365 days,69,61+,2,0.0,0
1989-07-22,Female,New Crystal,Annual,Mastercard,Manual,Frequent,Electronics,Documentary,Smart TV,High,4.1,10,365 days,35,36-45,2,1.0,1
1946-12-29,Male,Sheilaview,Annual,Amex,Auto-renew,Occasional,Clothing,Action,Tablet,Medium,4.5,1,365 days,78,61+,1,,2
1935-08-21,Male,Lake Tiffany,Annual,Visa,Manual,Regular,Books,Action,Tablet,High,3.7,8,365 days,89,61+,2,0.0,0
1945-09-21,Female,North Sarah,Annual,Mastercard,Auto-renew,Regular,Books,Action,Smart TV,Medium,3.9,2,365 days,79,61+,1,0.0,0
1995-05-26,Male,Lake Elizabeth,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Smartphone,High,4.5,9,365 days,29,26-35,2,0.0,2
1938-03-12,Male,North George,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,Medium,5.0,0,365 days,86,61+,1,0.0,1
1957-07-09,Male,Jenkinsside,Annual,Visa,Auto-renew,Occasional,Clothing,Horror,Tablet,Low,4.2,4,365 days,67,61+,0,,2
1945-05-08,Male,North Amberbury,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Action,Smart TV,High,3.3,10,365 days,79,61+,2,,1
1986-07-21,Female,Campbellmouth,Annual,Amex,Auto-renew,Frequent,Books,Drama,Smartphone,High,4.8,10,365 days,38,36-45,2,1.0,0
1999-05-27,Male,North Anna,Annual,Visa,Manual,Regular,Clothing,Comedy,Smart TV,Low,3.6,9,365 days,25,26-35,0,0.0,2
1949-09-11,Male,Alejandroview,Annual,Visa,Manual,Regular,Clothing,Horror,Smartphone,High,4.6,9,365 days,75,61+,2,0.0,2
1999-07-13,Male,Lake Michelleshire,Monthly,Visa,Auto-renew,Frequent,Books,Drama,Smart TV,Medium,4.3,4,365 days,25,26-35,1,1.0,0
1946-11-21,Female,East Brianna,Annual,Amex,Manual,Regular,Books,Action,Smart TV,Medium,4.1,10,365 days,78,61+,1,0.0,0
1998-03-05,Male,Hendersonborough,Annual,Amex,Auto-renew,Regular,Clothing,Romance,Smartphone,Medium,5.0,0,365 days,26,26-35,1,0.0,2
1976-03-05,Male,West David,Annual,Visa,Auto-renew,Occasional,Electronics,Horror,Smartphone,High,4.6,6,365 days,48,46-55,2,,1
1990-10-29,Female,Valencialand,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Tablet,Medium,4.6,9,365 days,34,26-35,1,1.0,0
1961-09-08,Male,Lake Angelaside,Annual,Visa,Auto-renew,Occasional,Clothing,Drama,Tablet,High,3.7,1,365 days,63,61+,2,,2
1973-07-31,Male,Fischermouth,Annual,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,4.4,1,365 days,51,46-55,2,1.0,1
1985-12-13,Female,East Dianamouth,Annual,Amex,Manual,Occasional,Electronics,Sci-Fi,Tablet,High,4.2,1,365 days,39,36-45,2,,1
1945-08-31,Female,Gomezport,Monthly,Visa,Auto-renew,Occasional,Books,Comedy,Smartphone,High,4.7,8,365 days,79,61+,2,,0
1953-08-09,Female,South Sandraport,Annual,Mastercard,Manual,Occasional,Books,Documentary,Tablet,Low,3.4,3,365 days,71,61+,0,,0
1992-12-21,Male,Jonathanville,Monthly,Visa,Auto-renew,Occasional,Electronics,Romance,Smart TV,Low,4.7,9,365 days,32,26-35,0,,1
1941-12-21,Male,Tracyburgh,Annual,Mastercard,Auto-renew,Frequent,Books,Horror,Smart TV,Low,3.9,9,365 days,83,61+,0,1.0,0
1998-04-21,Female,Wilcoxchester,Monthly,Amex,Manual,Frequent,Clothing,Romance,Tablet,Low,3.2,4,365 days,26,26-35,0,1.0,2
1995-12-17,Male,Lake Saraton,Monthly,Amex,Manual,Frequent,Books,Romance,Tablet,Low,4.9,0,365 days,29,26-35,0,1.0,0
1947-10-29,Female,New Brittanyberg,Annual,Amex,Manual,Frequent,Clothing,Drama,Smart TV,Low,3.0,6,365 days,77,61+,0,1.0,2
2002-09-15,Female,Rubiofort,Monthly,Mastercard,Manual,Regular,Books,Comedy,Tablet,High,4.5,9,365 days,22,18-25,2,0.0,0
1950-01-28,Female,Valenzuelabury,Monthly,Mastercard,Manual,Regular,Electronics,Romance,Smartphone,Medium,5.0,7,365 days,74,61+,1,0.0,1
1996-11-25,Female,North Ericport,Monthly,Amex,Manual,Occasional,Clothing,Drama,Smart TV,Medium,3.6,8,365 days,28,26-35,1,,2
1999-01-02,Female,Monicastad,Annual,Mastercard,Manual,Regular,Books,Action,Tablet,Low,4.4,6,365 days,25,26-35,0,0.0,0
1970-08-02,Female,Allisontown,Monthly,Amex,Manual,Occasional,Electronics,Drama,Smart TV,Medium,4.7,4,365 days,54,46-55,1,,1
1960-08-08,Male,Kyleport,Annual,Amex,Auto-renew,Frequent,Clothing,Horror,Tablet,High,3.3,9,365 days,64,61+,2,1.0,2
2004-08-20,Female,Sylviaport,Annual,Visa,Manual,Frequent,Electronics,Comedy,Smartphone,Medium,4.3,0,365 days,20,18-25,1,1.0,1
1939-01-17,Female,West Shelbyfurt,Annual,Visa,Auto-renew,Regular,Books,Documentary,Smartphone,Low,4.8,8,365 days,85,61+,0,0.0,0
1997-07-18,Female,Christinemouth,Monthly,Amex,Manual,Frequent,Clothing,Horror,Smartphone,High,4.1,2,365 days,27,26-35,2,1.0,2
1977-07-01,Female,Port Robertmouth,Annual,Visa,Manual,Regular,Clothing,Romance,Smart TV,Medium,4.8,9,365 days,47,46-55,1,0.0,2
1981-10-08,Female,Lake Debraberg,Annual,Mastercard,Auto-renew,Regular,Clothing,Action,Smart TV,Medium,3.5,0,365 days,43,36-45,1,0.0,2
1980-03-10,Male,Haroldbury,Annual,Visa,Manual,Regular,Clothing,Romance,Smartphone,High,3.5,0,365 days,44,36-45,2,0.0,2
1975-03-10,Female,Tiffanymouth,Monthly,Amex,Auto-renew,Occasional,Electronics,Comedy,Smartphone,Low,3.7,5,365 days,49,46-55,0,,1
1973-11-03,Male,Mcclainchester,Annual,Amex,Auto-renew,Frequent,Electronics,Comedy,Smart TV,Medium,3.1,2,365 days,51,46-55,1,1.0,1
1964-11-21,Female,Lake Erinshire,Monthly,Mastercard,Manual,Frequent,Books,Comedy,Smart TV,High,3.8,4,365 days,60,61+,2,1.0,0
1966-07-19,Female,East Anne,Monthly,Amex,Manual,Frequent,Books,Drama,Tablet,Medium,3.4,3,365 days,58,56-60,1,1.0,0
1985-11-21,Female,West Erin,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Drama,Tablet,Low,3.1,10,365 days,39,36-45,0,,1
1950-09-09,Female,Fletcherberg,Annual,Amex,Manual,Occasional,Books,Drama,Tablet,Low,4.2,8,365 days,74,61+,0,,0
1933-05-07,Female,South Sue,Monthly,Amex,Manual,Occasional,Clothing,Sci-Fi,Tablet,Medium,4.5,5,365 days,91,61+,1,,2
1955-01-20,Female,Sharonton,Monthly,Mastercard,Manual,Regular,Electronics,Drama,Smart TV,High,4.8,0,365 days,69,61+,2,0.0,1
1999-12-13,Male,Port Morganhaven,Monthly,Amex,Manual,Frequent,Books,Horror,Tablet,High,4.0,10,365 days,25,26-35,2,1.0,0
1937-11-03,Female,Susanfurt,Monthly,Amex,Manual,Frequent,Books,Comedy,Tablet,Medium,3.8,4,365 days,87,61+,1,1.0,0
1982-12-07,Male,Port Felicia,Annual,Visa,Auto-renew,Regular,Books,Sci-Fi,Smart TV,High,4.6,5,365 days,42,36-45,2,0.0,0
1946-11-28,Male,West Garrettfort,Annual,Mastercard,Manual,Regular,Books,Romance,Tablet,Medium,4.6,1,365 days,78,61+,1,0.0,0
1993-09-09,Female,East Stephanie,Annual,Amex,Auto-renew,Occasional,Books,Documentary,Smart TV,Medium,5.0,7,365 days,31,26-35,1,,0
1962-08-01,Female,South Sheilafurt,Annual,Mastercard,Manual,Regular,Clothing,Romance,Tablet,Medium,4.3,2,365 days,62,61+,1,0.0,2
1939-06-19,Female,East Carlafurt,Monthly,Amex,Auto-renew,Occasional,Electronics,Horror,Smartphone,Low,4.5,3,365 days,85,61+,0,,1
1939-01-17,Male,West Carlamouth,Monthly,Mastercard,Manual,Frequent,Books,Horror,Smart TV,Low,4.4,7,365 days,85,61+,0,1.0,0
1986-12-13,Male,New Jenniferborough,Annual,Mastercard,Manual,Regular,Clothing,Sci-Fi,Smart TV,Medium,3.1,6,365 days,38,36-45,1,0.0,2
1974-05-18,Male,Frederickview,Annual,Amex,Auto-renew,Regular,Clothing,Documentary,Tablet,Low,3.1,0,365 days,50,46-55,0,0.0,2
1983-10-04,Female,East John,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Low,3.3,1,365 days,41,36-45,0,1.0,1
1940-03-01,Female,Kennethton,Annual,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,Medium,3.6,1,365 days,84,61+,1,0.0,0
1980-03-23,Male,Mcgeefort,Monthly,Amex,Auto-renew,Occasional,Clothing,Documentary,Tablet,Medium,4.3,9,365 days,44,36-45,1,,2
1990-07-14,Male,Justinhaven,Annual,Mastercard,Manual,Regular,Clothing,Documentary,Smartphone,High,4.3,10,365 days,34,26-35,2,0.0,2
1956-05-12,Male,North Michelle,Monthly,Visa,Manual,Regular,Clothing,Sci-Fi,Smart TV,Low,3.0,4,365 days,68,61+,0,0.0,2
1940-05-20,Male,Port Stephen,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Horror,Smartphone,High,3.3,5,365 days,84,61+,2,1.0,2
1983-09-24,Male,Rachelhaven,Annual,Amex,Manual,Frequent,Clothing,Action,Smart TV,Medium,4.8,8,365 days,41,36-45,1,1.0,2
1965-02-21,Female,Sharonmouth,Annual,Amex,Manual,Occasional,Electronics,Romance,Tablet,Low,4.9,3,365 days,59,56-60,0,,1
1934-05-27,Male,Johnsonland,Monthly,Visa,Auto-renew,Frequent,Clothing,Romance,Smartphone,Medium,4.5,8,365 days,90,61+,1,1.0,2
1955-12-28,Male,Port Jamesfurt,Annual,Mastercard,Auto-renew,Regular,Books,Documentary,Tablet,High,3.3,2,365 days,69,61+,2,0.0,0
1937-10-23,Female,Lake Melindamouth,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Smartphone,Low,3.8,1,365 days,87,61+,0,0.0,0
1947-11-16,Male,Cantushire,Annual,Visa,Auto-renew,Regular,Books,Drama,Tablet,Medium,3.8,0,365 days,77,61+,1,0.0,0
1997-10-23,Male,East Robert,Annual,Amex,Manual,Occasional,Clothing,Sci-Fi,Smartphone,Low,3.7,4,365 days,27,26-35,0,,2
1965-06-01,Female,Lake Anitaland,Annual,Visa,Manual,Occasional,Books,Horror,Smartphone,Medium,5.0,2,365 days,59,56-60,1,,0
1961-07-27,Female,New Malloryville,Monthly,Amex,Auto-renew,Occasional,Electronics,Drama,Tablet,Low,4.4,3,365 days,63,61+,0,,1
1995-06-24,Female,Harmonton,Annual,Visa,Manual,Occasional,Electronics,Romance,Smartphone,Low,4.7,1,365 days,29,26-35,0,,1
1998-07-14,Female,Owensborough,Annual,Mastercard,Manual,Frequent,Clothing,Horror,Smart TV,High,3.2,5,365 days,26,26-35,2,1.0,2
1999-10-01,Male,South Melindaton,Annual,Visa,Auto-renew,Frequent,Electronics,Horror,Tablet,Medium,3.0,0,365 days,25,26-35,1,1.0,1
1990-08-12,Female,Lake Erik,Monthly,Amex,Manual,Frequent,Clothing,Comedy,Smart TV,Medium,3.1,0,365 days,34,26-35,1,1.0,2
1987-02-02,Female,Hayesfurt,Annual,Amex,Manual,Regular,Books,Action,Smart TV,Medium,3.4,0,365 days,37,36-45,1,0.0,0
1967-02-17,Male,West Robertburgh,Monthly,Visa,Auto-renew,Frequent,Electronics,Horror,Smart TV,High,4.3,6,365 days,57,56-60,2,1.0,1
1950-01-07,Female,Gonzaleztown,Monthly,Visa,Manual,Frequent,Electronics,Drama,Tablet,Low,3.6,4,365 days,74,61+,0,1.0,1
1970-01-19,Female,East Alexandriafort,Annual,Visa,Manual,Regular,Books,Action,Smart TV,Low,3.7,10,365 days,54,46-55,0,0.0,0
2003-12-03,Female,Bennettburgh,Annual,Amex,Auto-renew,Occasional,Books,Drama,Smartphone,Medium,4.9,3,365 days,21,18-25,1,,0
1998-07-22,Male,East Kristin,Annual,Mastercard,Auto-renew,Frequent,Books,Horror,Smart TV,Medium,4.7,5,365 days,26,26-35,1,1.0,0
1979-03-10,Female,East Jessica,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,3.5,0,365 days,45,46-55,1,,1
1995-07-28,Female,Andersonside,Annual,Visa,Auto-renew,Occasional,Electronics,Action,Smart TV,High,4.2,0,365 days,29,26-35,2,,1
1994-10-13,Female,North Claytonburgh,Annual,Mastercard,Manual,Regular,Books,Action,Smartphone,High,3.1,8,365 days,30,26-35,2,0.0,0
1955-10-06,Male,Millerchester,Annual,Mastercard,Auto-renew,Regular,Electronics,Documentary,Tablet,Low,4.3,10,365 days,69,61+,0,0.0,1
1949-08-28,Female,Maryside,Annual,Mastercard,Manual,Occasional,Electronics,Horror,Smartphone,Low,4.9,4,365 days,75,61+,0,,1
1984-01-10,Male,East Richard,Monthly,Visa,Auto-renew,Regular,Books,Romance,Smart TV,Medium,4.1,3,365 days,40,36-45,1,0.0,0
1966-11-09,Female,Lake Patriciamouth,Annual,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.3,4,365 days,58,56-60,1,1.0,1
1957-07-30,Male,South Kevin,Monthly,Mastercard,Manual,Regular,Books,Drama,Tablet,Medium,4.2,7,365 days,67,61+,1,0.0,0
1946-09-19,Male,South Hannahfort,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Tablet,Low,4.3,1,365 days,78,61+,0,0.0,2
1937-04-10,Female,Joshuastad,Annual,Mastercard,Manual,Regular,Electronics,Comedy,Smartphone,Medium,4.4,1,365 days,87,61+,1,0.0,1
1997-05-04,Female,East Derek,Annual,Visa,Auto-renew,Frequent,Electronics,Action,Tablet,Medium,4.8,5,365 days,27,26-35,1,1.0,1
1958-09-15,Female,Thomasville,Monthly,Visa,Manual,Regular,Clothing,Drama,Smartphone,Low,4.0,7,365 days,66,61+,0,0.0,2
1980-01-21,Female,Lake Jeffreychester,Monthly,Visa,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,3.8,3,365 days,44,36-45,2,1.0,1
1956-01-26,Female,New Carolberg,Annual,Amex,Manual,Regular,Clothing,Romance,Smart TV,High,4.3,5,365 days,68,61+,2,0.0,2
1973-01-16,Female,Lake Edwin,Monthly,Visa,Manual,Occasional,Books,Action,Smartphone,High,4.3,0,365 days,51,46-55,2,,0
1958-02-22,Male,Sellersberg,Monthly,Mastercard,Auto-renew,Occasional,Books,Romance,Tablet,Low,4.8,4,365 days,66,61+,0,,0
1940-01-23,Male,Shawnmouth,Monthly,Amex,Manual,Frequent,Books,Sci-Fi,Tablet,Low,4.9,6,365 days,84,61+,0,1.0,0
2004-10-13,Female,North Sheri,Annual,Mastercard,Auto-renew,Frequent,Clothing,Documentary,Smartphone,Low,3.7,0,365 days,20,18-25,0,1.0,2
1979-10-28,Male,South Patricktown,Annual,Mastercard,Manual,Frequent,Electronics,Horror,Smart TV,Medium,3.3,0,365 days,45,46-55,1,1.0,1
1995-06-28,Female,Lake Davidbury,Monthly,Mastercard,Auto-renew,Occasional,Books,Romance,Smart TV,Medium,4.3,8,365 days,29,26-35,1,,0
1988-08-11,Male,Elliottberg,Monthly,Mastercard,Auto-renew,Regular,Books,Action,Tablet,High,4.0,10,365 days,36,36-45,2,0.0,0
1962-05-15,Male,North Maria,Annual,Amex,Manual,Regular,Books,Drama,Smart TV,Low,4.8,10,365 days,62,61+,0,0.0,0
2002-09-30,Female,New Lisa,Annual,Visa,Auto-renew,Occasional,Electronics,Documentary,Smart TV,Low,3.7,1,365 days,22,18-25,0,,1
1967-07-19,Female,New Jenniferberg,Monthly,Mastercard,Manual,Regular,Clothing,Comedy,Smart TV,Medium,4.6,10,365 days,57,56-60,1,0.0,2
1989-12-03,Male,East Rebecca,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Smartphone,Medium,4.1,0,365 days,35,36-45,1,1.0,1
1939-10-13,Female,North Joshuaburgh,Annual,Amex,Auto-renew,Frequent,Electronics,Action,Smartphone,High,4.4,8,365 days,85,61+,2,1.0,1
1942-09-13,Female,West Brandiside,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Action,Smartphone,Medium,4.5,5,365 days,82,61+,1,,2
1935-02-15,Female,Kennedyborough,Annual,Mastercard,Manual,Regular,Electronics,Horror,Tablet,Low,4.6,2,365 days,89,61+,0,0.0,1
1974-03-21,Male,Emilyton,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Tablet,Medium,4.2,7,365 days,50,46-55,1,0.0,2
1976-08-25,Female,Port Johnview,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Smartphone,Low,4.4,5,365 days,48,46-55,0,1.0,1
1998-09-10,Male,Henryburgh,Annual,Visa,Auto-renew,Regular,Electronics,Comedy,Smart TV,Low,4.1,4,365 days,26,26-35,0,0.0,1
1984-10-09,Male,Waltersbury,Monthly,Visa,Manual,Frequent,Electronics,Horror,Smart TV,Low,3.3,9,365 days,40,36-45,0,1.0,1
1983-05-12,Female,Lake Jacqueline,Monthly,Visa,Manual,Regular,Clothing,Action,Smart TV,Low,4.1,1,365 days,41,36-45,0,0.0,2
1966-06-28,Male,North Kristinahaven,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Tablet,Medium,4.5,10,365 days,58,56-60,1,1.0,2
1966-11-24,Male,North Tiffany,Annual,Visa,Auto-renew,Regular,Electronics,Comedy,Smartphone,Low,4.5,8,365 days,58,56-60,0,0.0,1
1963-10-04,Female,Port Sethhaven,Annual,Amex,Manual,Frequent,Books,Documentary,Smartphone,Medium,4.1,3,365 days,61,61+,1,1.0,0
1939-04-07,Female,East Sarahstad,Annual,Amex,Auto-renew,Frequent,Electronics,Documentary,Smart TV,High,4.9,0,365 days,85,61+,2,1.0,1
1947-02-07,Male,Lake Mark,Monthly,Visa,Auto-renew,Regular,Books,Action,Smart TV,High,4.6,0,365 days,77,61+,2,0.0,0
1952-12-26,Female,Stevenport,Annual,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,4.4,0,365 days,72,61+,1,1.0,1
1946-12-14,Male,North Timchester,Annual,Amex,Manual,Regular,Electronics,Drama,Smartphone,Low,3.0,8,365 days,78,61+,0,0.0,1
1991-03-24,Male,Harrisonton,Monthly,Visa,Manual,Occasional,Electronics,Documentary,Smart TV,High,4.0,7,365 days,33,26-35,2,,1
1933-07-08,Male,Oliviachester,Monthly,Amex,Manual,Occasional,Books,Documentary,Tablet,High,3.7,3,365 days,91,61+,2,,0
1996-04-05,Female,Lake Deanmouth,Monthly,Amex,Manual,Frequent,Electronics,Action,Smartphone,Medium,4.7,9,365 days,28,26-35,1,1.0,1
2004-12-17,Male,Lake Jerry,Monthly,Visa,Auto-renew,Regular,Books,Horror,Smartphone,Low,3.6,5,365 days,20,18-25,0,0.0,0
1968-08-14,Female,Aaronstad,Annual,Amex,Auto-renew,Regular,Books,Romance,Smartphone,High,4.7,3,365 days,56,56-60,2,0.0,0
1981-10-04,Male,Cochranville,Monthly,Amex,Auto-renew,Occasional,Clothing,Documentary,Smartphone,Low,3.4,3,365 days,43,36-45,0,,2
1978-03-27,Male,Reedport,Monthly,Mastercard,Manual,Occasional,Clothing,Romance,Smartphone,Low,3.4,6,365 days,46,46-55,0,,2
1996-01-22,Male,North Richard,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Tablet,Medium,4.2,8,365 days,28,26-35,1,,0
1947-05-12,Male,South Toddborough,Monthly,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,High,4.2,8,365 days,77,61+,2,0.0,0
1988-07-18,Male,Hensonchester,Annual,Amex,Manual,Occasional,Books,Drama,Smartphone,High,3.0,8,365 days,36,36-45,2,,0
1965-07-28,Male,Lake Kimberly,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Smartphone,Medium,4.6,5,365 days,59,56-60,1,0.0,2
1952-02-07,Male,North Eric,Monthly,Visa,Manual,Frequent,Clothing,Drama,Smart TV,High,4.8,0,365 days,72,61+,2,1.0,2
1992-08-12,Female,Hunterburgh,Monthly,Mastercard,Auto-renew,Regular,Books,Comedy,Tablet,Medium,3.9,6,365 days,32,26-35,1,0.0,0
1969-02-11,Female,Davidshire,Annual,Amex,Manual,Frequent,Clothing,Comedy,Tablet,High,4.9,5,365 days,55,56-60,2,1.0,2
2000-11-13,Female,Jessicabury,Annual,Amex,Auto-renew,Regular,Books,Sci-Fi,Smart TV,Medium,3.5,3,365 days,24,18-25,1,0.0,0
1976-06-17,Female,Lake Brittanyhaven,Monthly,Mastercard,Manual,Regular,Clothing,Action,Smartphone,High,3.5,6,365 days,48,46-55,2,0.0,2
2002-12-31,Female,North James,Monthly,Mastercard,Manual,Occasional,Books,Sci-Fi,Smartphone,High,4.3,5,365 days,22,18-25,2,,0
1964-10-03,Female,Christineberg,Annual,Visa,Manual,Regular,Electronics,Documentary,Smartphone,High,4.5,1,365 days,60,61+,2,0.0,1
1959-12-30,Female,Port Brandonfort,Annual,Visa,Manual,Frequent,Clothing,Documentary,Smart TV,Low,3.8,10,365 days,65,61+,0,1.0,2
2001-01-05,Male,Lopezfurt,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Comedy,Smartphone,Low,4.4,8,365 days,23,18-25,0,1.0,2
1933-06-07,Female,Hernandezfurt,Monthly,Amex,Manual,Regular,Clothing,Sci-Fi,Tablet,Medium,3.4,8,365 days,91,61+,1,0.0,2
1995-03-04,Male,Derekmouth,Annual,Mastercard,Auto-renew,Regular,Electronics,Documentary,Tablet,High,4.9,10,365 days,29,26-35,2,0.0,1
1992-07-18,Male,Robinsonville,Annual,Mastercard,Manual,Occasional,Electronics,Comedy,Tablet,High,4.3,6,365 days,32,26-35,2,,1
1983-09-13,Male,Amberfurt,Annual,Mastercard,Auto-renew,Regular,Clothing,Action,Tablet,High,4.5,0,365 days,41,36-45,2,0.0,2
1981-01-01,Male,Cummingsfort,Monthly,Amex,Auto-renew,Regular,Electronics,Romance,Tablet,Medium,4.8,1,365 days,43,36-45,1,0.0,1
1991-01-14,Male,New Jennifer,Monthly,Amex,Manual,Regular,Books,Sci-Fi,Smartphone,Medium,3.0,4,365 days,33,26-35,1,0.0,0
1958-08-10,Female,Stanleyview,Monthly,Mastercard,Manual,Regular,Books,Romance,Tablet,Low,4.6,8,365 days,66,61+,0,0.0,0
1971-02-09,Male,East Andrew,Monthly,Mastercard,Manual,Regular,Electronics,Comedy,Smartphone,High,4.3,5,365 days,53,46-55,2,0.0,1
1945-06-29,Male,North Ivanville,Annual,Visa,Auto-renew,Regular,Books,Documentary,Smart TV,Low,3.4,9,365 days,79,61+,0,0.0,0
1955-02-06,Male,Combsfurt,Monthly,Visa,Manual,Occasional,Clothing,Romance,Tablet,Medium,4.7,10,365 days,69,61+,1,,2
1990-01-04,Female,Georgeside,Annual,Visa,Auto-renew,Regular,Clothing,Drama,Smartphone,Low,4.7,3,365 days,34,26-35,0,0.0,2
1951-01-20,Male,Williamsstad,Annual,Visa,Manual,Frequent,Books,Horror,Tablet,Low,3.5,7,365 days,73,61+,0,1.0,0
1989-12-27,Female,Johnsonville,Annual,Amex,Auto-renew,Regular,Electronics,Horror,Smartphone,High,3.9,6,365 days,35,36-45,2,0.0,1
1994-12-31,Female,Port Mauriceberg,Monthly,Amex,Manual,Frequent,Electronics,Horror,Smart TV,Medium,3.1,0,365 days,30,26-35,1,1.0,1
1958-02-13,Male,Wilkinsville,Monthly,Visa,Manual,Occasional,Electronics,Romance,Tablet,Low,4.9,7,365 days,66,61+,0,,1
1948-12-26,Male,Robbinsborough,Annual,Mastercard,Manual,Frequent,Books,Action,Smart TV,Low,4.0,9,365 days,76,61+,0,1.0,0
1984-09-13,Male,Johnsonfort,Monthly,Mastercard,Manual,Occasional,Clothing,Action,Tablet,Low,3.2,4,365 days,40,36-45,0,,2
2002-04-11,Male,West Shanefort,Monthly,Amex,Auto-renew,Occasional,Books,Romance,Tablet,High,3.4,1,365 days,22,18-25,2,,0
1972-09-09,Male,Walkerport,Annual,Amex,Manual,Frequent,Electronics,Sci-Fi,Tablet,High,3.8,3,365 days,52,46-55,2,1.0,1
1969-08-20,Male,East Stephenstad,Monthly,Amex,Auto-renew,Regular,Clothing,Comedy,Smart TV,High,4.8,0,365 days,55,56-60,2,0.0,2
1981-09-17,Female,Cassandraview,Annual,Amex,Auto-renew,Frequent,Books,Documentary,Smartphone,Low,4.0,6,365 days,43,36-45,0,1.0,0
